source,restaurant_id,restaurant_name,restaurant_url,city,category,total_reviews,restaurant_rating,review_id,reviewer_id,review_text,rating,review_date,crawl_timestamp
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,10,18114667,,Hương vị đậm đà,0,14/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18114666,,Hương vị đậm đà,0,14/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,9.8,18114661,,Hương vị đậm đà,0,14/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18114657,,Hương vị đậm đà,0,14/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,6,18114654,,Hương vị đậm đà,0,14/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18091414,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5.2,18091107,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,10,18091050,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090857,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090784,,Ngon lắm luôn,0,07/11/2023,2026-09-18T21:37:36.212160
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090745,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,6.4,18090721,,Không gian thoáng mát. Hương vị đậm đà.,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,10,18090712,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090711,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,6,18090703,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090674,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090670,,hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090659,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,6,18090658,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090649,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:37.366181
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090646,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090638,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090641,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,10,18090639,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,9.8,18090624,,tuyệt vời,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090625,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,10,18090618,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,18090619,,Hương vị đậm đà,0,07/11/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,5,17996433,,Hương vị đậm đà,0,11/10/2023,2026-09-18T21:37:38.518091
Foody,138063,Mộc Viên Restaurant,https://www.foody.vn/quang-binh/mộc-viên-restaurant-138063,Quy Nhơn,Quán ăn / Đặc sản,93,10,17996356,,Hương vị đậm đà,0,11/10/2023,2026-09-18T21:37:38.518091
